"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"LPTH","LightPath Technologies, Inc.","1.46","20134797.22","n/a","1996","Technology","Semiconductors","http://www.nasdaq.com/symbol/lpth",
"LECO","Lincoln Electric Holdings, Inc.","70.01","5755128363.76","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/leco",
"LLTC","Linear Technology Corporation","39.27","9366706161.12","n/a","1986","Technology","Semiconductors","http://www.nasdaq.com/symbol/lltc",
"LTON","Linktone Ltd.","3.01","71899328.2","23886820","2004","Technology","Telecommunications Equipment","http://www.nasdaq.com/symbol/lton",
"LIVE","LiveDeal, Inc.","3.09","10863448.11","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/live",
"LPSN","LivePerson, Inc.","9.66","521976815.22","n/a","2000","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/lpsn",
"LOGI","Logitech International S.A.","8.93","1427001114.01","n/a","1997","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/logi",
"LOGM","LogMein, Inc.","31.23","757861782.84","n/a","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/logm",
"LOOK","LookSmart, Ltd.","0.7","12115641.3","n/a","1999","Technology","EDP Services","http://www.nasdaq.com/symbol/look",
"LORL","Loral Space and Communications, Inc.","67.94","2100696986.9","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/lorl",
"LSI","LSI Corporation","7.99","4371130296.69","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/lsi",
"MTSI","M/A-COM Technology Solutions Holdings, Inc.","17.34","803401631.16","n/a","1992","Technology","Semiconductors","http://www.nasdaq.com/symbol/mtsi",
"MGIC","Magic Software Enterprises Ltd.","6.43","236946046.55","n/a","1991","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mgic",
"MNGA","MagneGas Corporation","0.652","14912234.952","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mnga",
"COOL","Majesco Entertainment Company","0.6","27777581.4","n/a","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cool",
"MAMS","MAM Software Group, Inc.","3.8976","56359962.4896","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mams",
"MANH","Manhattan Associates, Inc.","95.03","1835227342.52","n/a","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/manh",
"MNTX","Manitex International, Inc.","13.31","164850658.94","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mntx",
"MKTO","Marketo, Inc.","35.73","1323399682.62","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mkto",
"MRVL","Marvell Technology Group Ltd.","11.75","5784525000","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/mrvl",
"MTSN","Mattson Technology, Inc.","2.85","168192561.9","n/a","1994","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mtsn",
"MXIM","Maxim Integrated Products, Inc.","29.969","8485749412.007","n/a","1988","Technology","Semiconductors","http://www.nasdaq.com/symbol/mxim",
"MGRC","McGrath RentCorp","34.11","873986749.56","n/a","1984","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/mgrc",
"MDCA","MDC Partners Inc.","28.97","911556548.95","n/a","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/mdca",
"MDAS","MedAssets, Inc.","26.01","1591651284.21","n/a","2007","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mdas",
"MDSO","Medidata Solutions, Inc.","104.62","2790932360.86","n/a","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mdso",
"MLNX","Mellanox Technologies, Ltd.","39.49","1714168216.97","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/mlnx",
"MENT","Mentor Graphics Corporation","22.89","2593004791.02","n/a","1984","Technology","EDP Services","http://www.nasdaq.com/symbol/ment",
"MRGE","Merge Healthcare Incorporated.","2.64","247273321.68","n/a","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/mrge",
"MERU","Meru Networks, Inc.","3.24","72783360","n/a","2010","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/meru",
"MCRL","Micrel, Incorporated","9.36","541321194.96","n/a","1994","Technology","Semiconductors","http://www.nasdaq.com/symbol/mcrl",
"MCHP","Microchip Technology Incorporated","40.3","7951381908.6","n/a","1993","Technology","Semiconductors","http://www.nasdaq.com/symbol/mchp",
"MU","Micron Technology, Inc.","17.029","17684192682.248","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mu",
"MCRS","MICROS Systems, Inc.","51.71","3900436330.63","n/a","1981","Technology","EDP Services","http://www.nasdaq.com/symbol/mcrs",
"MSCC","Microsemi Corporation","25.76","2400250957.44","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mscc",
"MSFT","Microsoft Corporation","34.96","292291601674.8","n/a","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/msft",
"MSTR","MicroStrategy Incorporated","100.18","1132137886.66","n/a","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mstr",
"MNDO","MIND C.T.I. Ltd.","1.67","31364968.06","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/mndo",
"MSPD","Mindspeed Technologies, Inc.","3.05","132340347.9","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mspd",
"MIND","Mitcham Industries, Inc.","16.54","212333507.04","n/a","1994","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/mind",
"MITK","Mitek Systems, Inc.","5.46","165705234.24","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/mitk",
"MITL","Mitel Networks Corporation","5.75","309740706.75","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/mitl",
"MPWR","Monolithic Power Systems, Inc.","30.77","1158087043.76","n/a","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/mpwr",
"TYPE","Monotype Imaging Holdings Inc.","29","1124721558","n/a","2007","Technology","EDP Services","http://www.nasdaq.com/symbol/type",
"MONT","Montage Technology Group Limited","14.61","386863201.23","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mont",
"MOSY","MoSys, Inc.","4.29","206265778.29","n/a","2001","Technology","Semiconductors","http://www.nasdaq.com/symbol/mosy",
"MFLX","Multi-Fineline Electronix, Inc.","14.73","354251668.56","n/a","2004","Technology","Electrical Products","http://www.nasdaq.com/symbol/mflx",
"NATI","National Instruments Corporation","30.49","3805115625.43","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/nati",
"NCIT","NCI, Inc.","5.22","67482150.3","n/a","2005","Technology","EDP Services","http://www.nasdaq.com/symbol/ncit",
"NETE","Net Element International, Inc.","4.76","134057484.12","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/nete",
"NTAP","NetApp, Inc.","41.37","14069696764.41","n/a","1995","Technology","Electronic Components","http://www.nasdaq.com/symbol/ntap",
"NLST","Netlist, Inc.","0.86","27160878.62","n/a","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/nlst",
"NTCT","NetScout Systems, Inc.","29.32","1213049235.24","n/a","1999","Technology","EDP Services","http://www.nasdaq.com/symbol/ntct",
"NTWK","NetSol Technologies Inc.","7.41","66585689.43","n/a","1994","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ntwk",
"NICE","NICE-Systems Limited","40.54","1557436896.06","38417289","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/nice",
"NINE","Ninetowns Internet Technology Group Company Limited","1.78","55141381.12","30978304","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/nine",
"NUAN","Nuance Communications, Inc.","17.14","5319051726.46","n/a","2000","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/nuan",
"NVEC","NVE Corporation","53.07","258049478.52","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/nvec",
"NVDA","NVIDIA Corporation","15.81","9147634980.78","n/a","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/nvda",
"NXPI","NXP Semiconductors N.V.","37.91","9543899365","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/nxpi",
"OIIM","O2Micro International Limited","3.11","103281520.12","33209492","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/oiim",
"OCLR","Oclaro, Inc.","2.17","201535097.89","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/oclr",
"OCZ","OCZ Technology Group Inc","1.34","91397602.44","n/a","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/ocz",
"OMCL","Omnicell, Inc.","23.75","827465912.5","n/a","2001","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/omcl",
"OVTI","OmniVision Technologies, Inc.","14.29","794341259.48","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/ovti",
"ONNN","ON Semiconductor Corporation","7.16","3221068233.4","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/onnn",
"OTIV","On Track Innovations Ltd","1.8","58060461.6","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/otiv",
"OTEX","Open Text Corporation","74.98","4429243228.42","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/otex",
"OSIS","OSI Systems, Inc.","76.14","1526876383.32","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/osis",
"OVRL","Overland Storage, Inc.","0.85","26450774.3","n/a","1997","Technology","Electronic Components","http://www.nasdaq.com/symbol/ovrl",
"PFIN","P & F Industries, Inc.","7.59","28037224.71","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/pfin",
"PACT          ","Pactera Technology International Ltd","7.1","539810493.7","76029647","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/pact          ",
"PRKR","ParkerVision, Inc.","6.39","590577921.9","n/a","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/prkr",
"PCTI","PC-Tel, Inc.","8.9","164340947.5","n/a","1999","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/pcti",
"PDFS","PDF Solutions, Inc.","23.09","691674619.28","n/a","2001","Technology","EDP Services","http://www.nasdaq.com/symbol/pdfs",
"PRLS","Peerless Systems Corporation","3.67","10497774.43","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/prls",
"PEGA","Pegasystems Inc.","38.93","1476858796.45","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/pega",
"PSMI","Peregrine Semiconductor Corp.","8.73","282003601.14","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/psmi",
"PRFT","Perficient, Inc.","20.25","669876277.5","n/a","1987","Technology","EDP Services","http://www.nasdaq.com/symbol/prft",
"PTIX","Performance Technologies, Incorporated","2.85","31790980.5","n/a","1996","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ptix",
"PSEM","Pericom Semiconductor Corporation","7.31","166425490.75","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/psem",
"PERI","Perion Network Ltd","13.42","167383862.14","n/a","1995","Technology","EDP Services","http://www.nasdaq.com/symbol/peri",
"PLAB","Photronics, Inc.","8.81","540603721.91","n/a","1987","Technology","Semiconductors","http://www.nasdaq.com/symbol/plab",
"PXLW","Pixelworks, Inc.","5.23","114350754.47","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/pxlw",
"PLXS","Plexus Corp.","39.57","1335514249.32","n/a","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/plxs",
"PLXT","PLX Technology, Inc.","6.1","278477151.2","n/a","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/plxt",
"PMCS","PMC - Sierra, Inc.","6.94","1418584642.46","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/pmcs",
"PNTR","Pointer Telocation Ltd.","5.8243","32357236.4594","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/pntr",
"POWI","Power Integrations, Inc.","53.57","1585886119.29","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/powi",
"PKT","Procera Networks, Inc.","14.55","299561380.05","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/pkt",
"IPDN","Professional Diversity Network, Inc.","5","31591135","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/ipdn",
"PRGS","Progress Software Corporation","26.27","1363870308.16","n/a","1991","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/prgs",
"PFPT","Proofpoint, Inc.","30.67","1083037472.67","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/pfpt",
"PMTC","PTC Inc.","27.62","3288720001.18","n/a","1989","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/pmtc",
"QADA","QAD Inc.","13.83","216623743.26","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qada",
"QADB","QAD Inc.","11.9","37445027.9","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qadb",
"QLIK","Qlik Technologies Inc.","33.3","2925749854.8","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qlik",
"QLGC","QLogic Corporation","11.14","976855460","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/qlgc",
"QCOM","QUALCOMM Incorporated","68.402","117338557555.258","n/a","1991","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/qcom",
"QSII","Quality Systems, Inc.","23.15","1379483868.4","n/a","1982","Technology","EDP Services","http://www.nasdaq.com/symbol/qsii",
"QBAK","Qualstar Corporation","1.3","15929052.1","n/a","2000","Technology","Electronic Components","http://www.nasdaq.com/symbol/qbak",
"QLYS","Qualys, Inc.","22.14","708475682.7","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qlys",
"QUIK","QuickLogic Corporation","3.75","167843310","n/a","1986","Technology","Semiconductors","http://www.nasdaq.com/symbol/quik",
"QUMU","Qumu Corporation","13.03","113024943.27","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/qumu",
"RDCM","Radcom Ltd.","5.1","39429446.4","n/a","1997","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/rdcm",
"RSYS","RadiSys Corporation","3.14","91112199.36","n/a","1995","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/rsys",
"RMBS","Rambus, Inc.","9.485","1066687263.915","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/rmbs",
"RCMT","RCM Technologies, Inc.","6.39","79010260.47","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/rcmt",
"RDA","RDA Microelectronics, Inc.","14.98","363368991.16","24256942","1990","Technology","Semiconductors","http://www.nasdaq.com/symbol/rda",
"RLOC","ReachLocal, Inc.","12.7","356305497.7","n/a","2010","Technology","Advertising","http://www.nasdaq.com/symbol/rloc",
"RNWK","RealNetworks, Inc.","8.63","307874136.73","n/a","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/rnwk",
"RP","RealPage, Inc.","25.66","1976757616.4","n/a","1983","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rp",
"RCII","Rent-A-Center Inc.","35.89","1916085342.58","n/a","1995","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/rcii",
"MKTG","Responsys, Inc.","16.97","854412619.52","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mktg",
"RFMD","RF Micro Devices, Inc.","6.05","1701931398.75","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/rfmd",
"RVBD","Riverbed Technology, Inc.","14.41","2366935689.47","n/a","2006","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/rvbd",
"FUEL","Rocket Fuel Inc.","66.43","2158561606.11","n/a","1986","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fuel",
"RBCN","Rubicon Technology, Inc.","10.27","232466092.04","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/rbcn",
"SNDK","SanDisk Corporation","68.73","16521976383.24","n/a","1995","Technology","Electronic Components","http://www.nasdaq.com/symbol/sndk",
"SANM","Sanmina Corporation","17.4","1455179313","n/a","1993","Technology","Electrical Products","http://www.nasdaq.com/symbol/sanm",
"SPNS","Sapiens International Corporation N.V.","6.64","259509141.28","n/a","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/spns",
"SAPE","Sapient Corporation","15.81","2210059410.24","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/sape",
"SCSC","ScanSource, Inc.","35.63","1000145715.38","n/a","n/a","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/scsc",
"SGMS","Scientific Games Corp","18.42","1567287509.28","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sgms",
"SQI","SciQuest, Inc.","22.97","526006775.13","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sqi",
"SEAC","SeaChange International, Inc.","13.72","450942017.68","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/seac",
"STX","Seagate Technology.","50.04","17867525043.96","n/a","1988","Technology","Electronic Components","http://www.nasdaq.com/symbol/stx",
"SLTC","Selectica, Inc.","6.11","21355733.1","n/a","1980","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sltc",
"LEDS","SemiLEDS Corporation","1.29","35811406.2","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/leds",
"SMTC","Semtech Corporation","31.03","2111691478.66","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/smtc",
"SGOC","SGOCO Group, Ltd","3.52","62164453.12","n/a","2010","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sgoc",
"SWIR","Sierra Wireless, Inc.","19.2","590400096","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/swir",
"SIFY","Sify Technologies Limited","2.26","56680974.02","25080077","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sify",
"SIGM","Sigma Designs, Inc.","5.6","193580564.8","n/a","1986","Technology","Semiconductors","http://www.nasdaq.com/symbol/sigm",
"SGMA","SigmaTron International, Inc.","5.27","20875692.64","n/a","1972","Technology","Electrical Products","http://www.nasdaq.com/symbol/sgma",
"SILC","Silicom Ltd","36.34","258559572.42","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/silc",
"SGI","Silicon Graphics International Corp","14.5","496969853.5","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/sgi",
"SLAB","Silicon Laboratories, Inc.","43.66","1864873287.38","n/a","1996","Technology","Semiconductors","http://www.nasdaq.com/symbol/slab",
"SIMO","Silicon Motion Technology Corporation","12.89","422254757.69","32758321","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/simo",
"SPIL","Siliconware Precision Industries Company, Ltd.","6.03","402640195.05","66772835","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spil",
"SLP","Simulations Plus, Inc.","4.82","77268909.08","n/a","1985","Technology","EDP Services","http://www.nasdaq.com/symbol/slp",
"SINA","Sina Corporation","91.07","6068818920.99","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sina",
"MOBI","Sky-mobi Limited","4.99","51884198.65","10397635","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mobi",
"SWKS","Skyworks Solutions, Inc.","24.92","4678440130.56","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/swks",
"SMT","SMART Technologies Inc.","2.8","117633278","n/a","1994","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/smt",
"SMSI","Smith Micro Software, Inc.","0.8437","31253401.8368","n/a","1984","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/smsi",
"SMTX","SMTC Corporation","2.06","33703373.66","n/a","2000","Technology","Electrical Products","http://www.nasdaq.com/symbol/smtx",
"SOHU","Sohu.com Inc.","86.06","3294264147.46","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sohu",
"SOFO","Sonic Foundry, Inc.","9","35850609","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sofo",
"SONS","Sonus Networks, Inc.","3.47","955928331.43","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sons",
"SPDC","Speed Commerce, Inc.","3.56","202466804.88","n/a","n/a","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/spdc",
"SPLK","Splunk Inc.","61.882","6547137320.582","n/a","1981","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/splk",
"SPRD","Spreadtrum Communications, Inc.","30.54","1296650858.94","42457461","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/sprd",
"SPSC","SPS Commerce, Inc.","77.98","1180870401.06","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/spsc",
"SSNC","SS&C Technologies Holdings, Inc.","38.83","3189847495.01","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ssnc",
"SSYS","Stratasys, Ltd.","110.85","5362308891","n/a","1994","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ssys",
"STRM","Streamline Health Solutions, Inc.","8.35","109535876.15","n/a","1992","Technology","EDP Services","http://www.nasdaq.com/symbol/strm",
"SPWR","SunPower Corporation","33.57","4070484728.37","n/a","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/spwr",
"SMCI","Super Micro Computer, Inc.","14.24","608085095.2","n/a","1996","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/smci",
"SPCB","SuperCom, Ltd.","4.5405","42346346.661","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spcb",
"SCON","Superconductor Technologies Inc.","1.835","19217879.765","n/a","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/scon",
"SUPX","Supertex, Inc.","24.29","280822713.92","n/a","1983","Technology","Semiconductors","http://www.nasdaq.com/symbol/supx",
"SPRT","support.com, Inc.","5.6","290916253.6","n/a","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/sprt",
"SYKE","Sykes Enterprises, Incorporated","19.04","838628281.12","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/syke",
"SYMC","Symantec Corporation","25.39","17757735963.63","n/a","1989","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/symc",
"SYNC","Synacor, Inc.","2.45","66958220.7","n/a","1996","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sync",
"SYNA","Synaptics Incorporated","54.05","1807918179.75","n/a","2002","Technology","EDP Services","http://www.nasdaq.com/symbol/syna",
"SNCR","Synchronoss Technologies, Inc.","37.74","1515437698.68","n/a","2006","Technology","EDP Services","http://www.nasdaq.com/symbol/sncr",
"SNPS","Synopsys, Inc.","38.19","5896854771.93","n/a","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/snps",
"SYNT","Syntel, Inc.","87.02","3647892671.28","n/a","1986","Technology","EDP Services","http://www.nasdaq.com/symbol/synt",
"TTWO","Take-Two Interactive Software, Inc.","17.22","1599382114.26","n/a","1997","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ttwo",
"TNGO","Tangoe, Inc.","25.34","951189911.28","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tngo",
"TECD","Tech Data Corporation","50.56","1909174166.4","n/a","1986","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/tecd",
"TCCO","Technical Communications Corporation","6.731","12376397.396","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/tcco",
"TSYS","TeleCommunication Systems, Inc.","2.485","145790422.33","n/a","2000","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tsys",
"TTEC","TeleTech Holdings, Inc.","25.85","1314517142.95","n/a","1996","Technology","Professional Services","http://www.nasdaq.com/symbol/ttec",
"TSRA","Tessera Technologies, Inc.","19.61","1056767741.47","n/a","2003","Technology","Semiconductors","http://www.nasdaq.com/symbol/tsra",
"TXN","Texas Instruments Incorporated","40.71","44828744850.84","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/txn",
"DSGX","The Descartes Systems Group Inc.","11.77","738293729.8","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dsgx",
"KEYW","The KEYW Holding Corporation","13","476703474","n/a","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/keyw",
"MIDD","The Middleby Corporation","223.08","4262090186.64","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/midd",
"ULTI","The Ultimate Software Group, Inc.","148.4","4130783154.4","n/a","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ulti",
"TIBX","TIBCO Software, Inc.","25.97","4234431691.21","n/a","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tibx",
"TIGR","TigerLogic Corporation","1.93","57986666.65","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tigr",
"TISA","Top Image Systems, Ltd.","3.886","45388083.628","n/a","1996","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/tisa",
"TSEM","Tower Semiconductor Ltd.","5.06","242206863.14","n/a","1994","Technology","Semiconductors","http://www.nasdaq.com/symbol/tsem",
"TACT","TransAct Technologies Incorporated","13.94","121155397.7","n/a","1996","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/tact",
"TZOO","Travelzoo Inc.","21.81","335042450.13","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/tzoo",
"TRIP","TripAdvisor, Inc.","71.866","10275799751.898","n/a","1993","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/trip",
"TQNT","TriQuint Semiconductor, Inc.","8.455","1323359926.74","n/a","1993","Technology","Semiconductors","http://www.nasdaq.com/symbol/tqnt",
"TBOW","Trunkbow International Holdings Ltd.","1.11","40855853.25","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tbow",
"TSRI","TSR, Inc.","3.62","7102664.44","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/tsri",
"TTMI","TTM Technologies, Inc.","10.68","882467552.64","n/a","2000","Technology","Electrical Products","http://www.nasdaq.com/symbol/ttmi",
"TWIN","Twin Disc, Incorporated","26.94","303223681.86","n/a","1990","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/twin",
"UBIC","UBIC, Inc.","8.01","2157493.5","269350","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ubic",
"UBNT","Ubiquiti Networks, Inc.","41.11","3601795054.89","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/ubnt",
